mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.30529031753540037,0.056869332097784046,0.0024117946624755858,0.0009126316834297617,gini,64,100,random,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 64, 'min_samples_split': 100, 'splitter': 'random'})",0.90125,0.90125,0.89,0.90875,0.9075,0.90175,0.006642665127793191,266
1.3679390907287599,0.09997164569417377,0.0008380413055419922,0.0010158895298464882,gini,59,100,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 59, 'min_samples_split': 100, 'splitter': 'best'})",0.91625,0.9125,0.91,0.915,0.91625,0.914,0.002423839928708163,176
2.5795217514038087,0.25892617464844153,0.0032417774200439453,0.0038037803544233423,log_loss,24,44,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 24, 'min_samples_split': 44, 'splitter': 'best'})",0.9275,0.9225,0.93625,0.91625,0.91875,0.92425,0.007097534783289209,67
2.3846248626708983,0.1581748423823631,0.001205110549926758,0.0014759548160325612,gini,2,46,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 46, 'splitter': 'best'})",0.925,0.9225,0.915,0.925,0.93,0.9235,0.004898979485566363,76
2.402947521209717,0.09732589008799382,0.0030582427978515627,0.0031437396254601177,gini,2,50,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 50, 'splitter': 'best'})",0.92625,0.9225,0.91375,0.92875,0.92625,0.9235,0.005267826876426384,76
1.8474093914031982,0.2145485386916781,0.0020069599151611326,0.0030397228159726912,gini,15,34,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 15, 'min_samples_split': 34, 'splitter': 'best'})",0.9275,0.925,0.92625,0.9225,0.93375,0.9269999999999999,0.0037583240945932134,43
2.38409218788147,0.20259648806622346,0.0001216888427734375,0.000243377685546875,entropy,2,47,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 47, 'splitter': 'best'})",0.925,0.9225,0.92375,0.9125,0.91625,0.9200000000000002,0.0048088460154178435,109
1.8725599765777587,0.13151040481638937,0.0010081291198730468,0.0013853180642769696,gini,13,38,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 13, 'min_samples_split': 38, 'splitter': 'best'})",0.9275,0.925,0.9275,0.92125,0.93625,0.9275,0.004937104414532876,37
2.4417317390441893,0.2833932862165915,0.001527881622314453,0.0011120335161508596,entropy,30,49,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 30, 'min_samples_split': 49, 'splitter': 'best'})",0.9275,0.92125,0.92875,0.91625,0.915,0.92175,0.005623610939600975,97
2.5890015602111816,0.14346416529629327,0.0008257865905761719,0.0013618294981234307,entropy,16,55,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 16, 'min_samples_split': 55, 'splitter': 'best'})",0.92875,0.9175,0.925,0.915,0.92,0.92125,0.004999999999999988,102
